Issue,Target,Pages,HTML,Flags,Impact,Requires involvement of,Tags
Elements must meet minimum color contrast ratio thresholds,".border-orange-200.bg-orange-50.dark\:border-orange-800:nth-child(1) > .text-orange-800.dark\:text-orange-200
.border-orange-200.bg-orange-50.dark\:border-orange-800:nth-child(2) > .text-orange-800.dark\:text-orange-200
.border-orange-200.bg-orange-50.dark\:border-orange-800:nth-child(3) > .text-orange-800.dark\:text-orange-200
.border-orange-200.bg-orange-50.dark\:border-orange-800:nth-child(4) > .text-orange-800.dark\:text-orange-200",https://ethicic.com/process,"<h5 class=""mb-3 font-semibold text-orange-800 dark:text-orange-200"">Human Rights Violations</h5>",,Serious,UI designer,"WCAG 2.1 AA, WCAG 1.4.3, WCAG 2.0 AA, EN 301 549, Section 508, WCAG 2.2 AA, ACT, EN 301 549 9.1.4.3"
Elements must meet minimum color contrast ratio thresholds,".border-orange-200.bg-orange-50.dark\:border-orange-800:nth-child(1) > .text-orange-700.dark\:text-orange-300.space-y-1 > .gap-2.items-start:nth-child(1) > span:nth-child(2)
.border-orange-200.bg-orange-50.dark\:border-orange-800:nth-child(1) > .text-orange-700.dark\:text-orange-300.space-y-1 > .gap-2.items-start:nth-child(2) > span:nth-child(2)
.border-orange-200.bg-orange-50.dark\:border-orange-800:nth-child(1) > .text-orange-700.dark\:text-orange-300.space-y-1 > .gap-2.items-start:nth-child(3) > span:nth-child(2)
.border-orange-200.bg-orange-50.dark\:border-orange-800:nth-child(1) > .text-orange-700.dark\:text-orange-300.space-y-1 > .gap-2.items-start:nth-child(4) > span:nth-child(2)
.border-orange-200.bg-orange-50.dark\:border-orange-800:nth-child(1) > .text-orange-700.dark\:text-orange-300.space-y-1 > .gap-2.items-start:nth-child(5) > span:nth-child(2)
.border-orange-200.bg-orange-50.dark\:border-orange-800:nth-child(1) > .text-orange-700.dark\:text-orange-300.space-y-1 > .gap-2.items-start:nth-child(6) > span:nth-child(2)
.border-orange-200.bg-orange-50.dark\:border-orange-800:nth-child(2) > .text-orange-700.dark\:text-orange-300.space-y-1 > .gap-2.items-start:nth-child(1) > span:nth-child(2)
.border-orange-200.bg-orange-50.dark\:border-orange-800:nth-child(2) > .text-orange-700.dark\:text-orange-300.space-y-1 > .gap-2.items-start:nth-child(2) > span:nth-child(2)
.border-orange-200.bg-orange-50.dark\:border-orange-800:nth-child(2) > .text-orange-700.dark\:text-orange-300.space-y-1 > .gap-2.items-start:nth-child(3) > span:nth-child(2)
.border-orange-200.bg-orange-50.dark\:border-orange-800:nth-child(2) > .text-orange-700.dark\:text-orange-300.space-y-1 > .gap-2.items-start:nth-child(4) > span:nth-child(2)
.border-orange-200.bg-orange-50.dark\:border-orange-800:nth-child(2) > .text-orange-700.dark\:text-orange-300.space-y-1 > .gap-2.items-start:nth-child(5) > span:nth-child(2)
.border-orange-200.bg-orange-50.dark\:border-orange-800:nth-child(3) > .text-orange-700.dark\:text-orange-300.space-y-1 > .gap-2.items-start:nth-child(1) > span:nth-child(2)
.border-orange-200.bg-orange-50.dark\:border-orange-800:nth-child(3) > .text-orange-700.dark\:text-orange-300.space-y-1 > .gap-2.items-start:nth-child(2) > span:nth-child(2)
.border-orange-200.bg-orange-50.dark\:border-orange-800:nth-child(3) > .text-orange-700.dark\:text-orange-300.space-y-1 > .gap-2.items-start:nth-child(3) > span:nth-child(2)
.border-orange-200.bg-orange-50.dark\:border-orange-800:nth-child(3) > .text-orange-700.dark\:text-orange-300.space-y-1 > .gap-2.items-start:nth-child(4) > span:nth-child(2)
.border-orange-200.bg-orange-50.dark\:border-orange-800:nth-child(3) > .text-orange-700.dark\:text-orange-300.space-y-1 > .gap-2.items-start:nth-child(5) > span:nth-child(2)
.border-orange-200.bg-orange-50.dark\:border-orange-800:nth-child(4) > .text-orange-700.dark\:text-orange-300.space-y-1 > .gap-2.items-start:nth-child(1) > span:nth-child(2)
.border-orange-200.bg-orange-50.dark\:border-orange-800:nth-child(4) > .text-orange-700.dark\:text-orange-300.space-y-1 > .gap-2.items-start:nth-child(2) > span:nth-child(2)
.border-orange-200.bg-orange-50.dark\:border-orange-800:nth-child(4) > .text-orange-700.dark\:text-orange-300.space-y-1 > .gap-2.items-start:nth-child(3) > span:nth-child(2)
.border-orange-200.bg-orange-50.dark\:border-orange-800:nth-child(4) > .text-orange-700.dark\:text-orange-300.space-y-1 > .gap-2.items-start:nth-child(4) > span:nth-child(2)
.border-orange-200.bg-orange-50.dark\:border-orange-800:nth-child(4) > .text-orange-700.dark\:text-orange-300.space-y-1 > .gap-2.items-start:nth-child(5) > span:nth-child(2)
.border-orange-200.bg-orange-50.dark\:border-orange-800:nth-child(4) > .text-orange-700.dark\:text-orange-300.space-y-1 > .gap-2.items-start:nth-child(6) > span:nth-child(2)",https://ethicic.com/process,<span>→ Labor rights violations</span>,,Serious,UI designer,"WCAG 2.1 AA, WCAG 1.4.3, WCAG 2.0 AA, EN 301 549, Section 508, WCAG 2.2 AA, ACT, EN 301 549 9.1.4.3"
Elements must meet minimum color contrast ratio thresholds,.gap-6.items-start.flex:nth-child(1) > .flex-1 > .text-lg,https://ethicic.com/process,"<h4 class=""mb-3 text-lg font-semibold text-gray-100"">Do Our Best, Then Do Better</h4>",,Serious,UI designer,"WCAG 2.1 AA, WCAG 1.4.3, WCAG 2.0 AA, EN 301 549, Section 508, WCAG 2.2 AA, ACT, EN 301 549 9.1.4.3"
Elements must meet minimum color contrast ratio thresholds,"p[data-block-key=""81rcs""]",https://ethicic.com/process,"<p data-block-key=""81rcs"">",,Serious,UI designer,"WCAG 2.1 AA, WCAG 1.4.3, WCAG 2.0 AA, EN 301 549, Section 508, WCAG 2.2 AA, ACT, EN 301 549 9.1.4.3"
Elements must meet minimum color contrast ratio thresholds,"p[data-block-key=""81rcs""] > a",https://ethicic.com/process,"<a href=""https://github.com/ethicalcapital/sage/blob/main/screening_policy.md"">open source on GitHub</a>",,Serious,UI designer,"WCAG 2.1 AA, WCAG 1.4.3, WCAG 2.0 AA, EN 301 549, Section 508, WCAG 2.2 AA, ACT, EN 301 549 9.1.4.3"
Elements must meet minimum color contrast ratio thresholds,.text-green-800.dark\:text-green-200.text-lg,https://ethicic.com/process,"<h4 class=""mb-3 text-lg font-semibold text-green-800 dark:text-green-200"">Open Source &amp; Collaborative</h4>",,Serious,UI designer,"WCAG 2.1 AA, WCAG 1.4.3, WCAG 2.0 AA, EN 301 549, Section 508, WCAG 2.2 AA, ACT, EN 301 549 9.1.4.3"
Elements must meet minimum color contrast ratio thresholds,.bg-green-50 > .text-green-700.dark\:text-green-300.mb-4,https://ethicic.com/process,"<p class=""mb-4 text-green-700 dark:text-green-300"">",,Serious,UI designer,"WCAG 2.1 AA, WCAG 1.4.3, WCAG 2.0 AA, EN 301 549, Section 508, WCAG 2.2 AA, ACT, EN 301 549 9.1.4.3"
Elements must meet minimum color contrast ratio thresholds,".hover\:bg-green-700.bg-green-600[rel=""noopener noreferrer""]",https://ethicic.com/process,"<a href=""https://github.com/ethicalcapital/sage/blob/main/screening_policy.md"" target=""_blank"" rel=""noopener noreferrer"" class=""inline-flex items-center rounded-lg bg-green-600 px-4 py-2 font-semibold text-white transition-colors hover:bg-green-700"">",,Serious,UI designer,"WCAG 2.1 AA, WCAG 1.4.3, WCAG 2.0 AA, EN 301 549, Section 508, WCAG 2.2 AA, ACT, EN 301 549 9.1.4.3"
Elements must meet minimum color contrast ratio thresholds,".gap-6.items-start.flex:nth-child(2) > .flex-1 > .mb-6
.gap-6.items-start.flex:nth-child(3) > .flex-1 > .mb-6",https://ethicic.com/process,"<p class=""mb-6 text-gray-300"">",,Serious,UI designer,"WCAG 2.1 AA, WCAG 1.4.3, WCAG 2.0 AA, EN 301 549, Section 508, WCAG 2.2 AA, ACT, EN 301 549 9.1.4.3"
Elements must meet minimum color contrast ratio thresholds,".text-blue-600
.text-blue-300",https://ethicic.com/process,"<a href=""https://wpcarey.asu.edu/department-finance/faculty-research/do-stocks-outperform-treasury-bills"" target=""_blank"" rel=""noopener noreferrer"" class=""text-blue-600 underline hover:text-blue-800"">ASU research</a>",,Serious,UI designer,"WCAG 2.1 AA, WCAG 1.4.3, WCAG 2.0 AA, EN 301 549, Section 508, WCAG 2.2 AA, ACT, EN 301 549 9.1.4.3"
Elements must meet minimum color contrast ratio thresholds,".lg\:grid-cols-3.gap-4.md\:grid-cols-2 > .bg-gray-50.dark\:border-gray-600.dark\:bg-gray-700:nth-child(1) > h4
.lg\:grid-cols-3.gap-4.md\:grid-cols-2 > .bg-gray-50.dark\:border-gray-600.dark\:bg-gray-700:nth-child(2) > h4
.lg\:grid-cols-3.gap-4.md\:grid-cols-2 > .bg-gray-50.dark\:border-gray-600.dark\:bg-gray-700:nth-child(3) > h4",https://ethicic.com/process,"<h4 class=""mb-3 font-semibold text-gray-100"">People</h4>",,Serious,UI designer,"WCAG 2.1 AA, WCAG 1.4.3, WCAG 2.0 AA, EN 301 549, Section 508, WCAG 2.2 AA, ACT, EN 301 549 9.1.4.3"
Elements must meet minimum color contrast ratio thresholds,".bg-gray-50.dark\:border-gray-600.dark\:bg-gray-700:nth-child(1) > .space-y-1 > .gap-2.items-start:nth-child(1) > span:nth-child(2)
.bg-gray-50.dark\:border-gray-600.dark\:bg-gray-700:nth-child(1) > .space-y-1 > .gap-2.items-start:nth-child(2) > span:nth-child(2)
.bg-gray-50.dark\:border-gray-600.dark\:bg-gray-700:nth-child(1) > .space-y-1 > .gap-2.items-start:nth-child(3) > span:nth-child(2)
.bg-gray-50.dark\:border-gray-600.dark\:bg-gray-700:nth-child(2) > .space-y-1 > .gap-2.items-start:nth-child(1) > span:nth-child(2)
.bg-gray-50.dark\:border-gray-600.dark\:bg-gray-700:nth-child(2) > .space-y-1 > .gap-2.items-start:nth-child(2) > span:nth-child(2)
.bg-gray-50.dark\:border-gray-600.dark\:bg-gray-700:nth-child(2) > .space-y-1 > .gap-2.items-start:nth-child(3) > span:nth-child(2)
.bg-gray-50.dark\:border-gray-600.dark\:bg-gray-700:nth-child(3) > .space-y-1 > .gap-2.items-start:nth-child(1) > span:nth-child(2)
.bg-gray-50.dark\:border-gray-600.dark\:bg-gray-700:nth-child(3) > .space-y-1 > .gap-2.items-start:nth-child(2) > span:nth-child(2)
.bg-gray-50.dark\:border-gray-600.dark\:bg-gray-700:nth-child(3) > .space-y-1 > .gap-2.items-start:nth-child(3) > span:nth-child(2)
.bg-gray-50.dark\:border-gray-600.dark\:bg-gray-700:nth-child(4) > .space-y-1 > .gap-2.items-start:nth-child(1) > span:nth-child(2)
.bg-gray-50.dark\:border-gray-600.dark\:bg-gray-700:nth-child(4) > .space-y-1 > .gap-2.items-start:nth-child(2) > span:nth-child(2)
.bg-gray-50.dark\:border-gray-600.dark\:bg-gray-700:nth-child(4) > .space-y-1 > .gap-2.items-start:nth-child(3) > span:nth-child(2)
.bg-gray-50.dark\:border-gray-600.dark\:bg-gray-700:nth-child(5) > .space-y-1 > .gap-2.items-start:nth-child(1) > span:nth-child(2)
.bg-gray-50.dark\:border-gray-600.dark\:bg-gray-700:nth-child(5) > .space-y-1 > .gap-2.items-start:nth-child(2) > span:nth-child(2)
.bg-gray-50.dark\:border-gray-600.dark\:bg-gray-700:nth-child(5) > .space-y-1 > .gap-2.items-start:nth-child(3) > span:nth-child(2)
.bg-gray-50.dark\:border-gray-600.dark\:bg-gray-700:nth-child(6) > .space-y-1 > .gap-2.items-start:nth-child(1) > span:nth-child(2)
.bg-gray-50.dark\:border-gray-600.dark\:bg-gray-700:nth-child(6) > .space-y-1 > .gap-2.items-start:nth-child(2) > span:nth-child(2)
.bg-gray-50.dark\:border-gray-600.dark\:bg-gray-700:nth-child(6) > .space-y-1 > .gap-2.items-start:nth-child(3) > span:nth-child(2)",https://ethicic.com/process,<span>Staff retention rates</span>,,Serious,UI designer,"WCAG 2.1 AA, WCAG 1.4.3, WCAG 2.0 AA, EN 301 549, Section 508, WCAG 2.2 AA, ACT, EN 301 549 9.1.4.3"
Elements must meet minimum color contrast ratio thresholds,".bg-gray-50.dark\:border-gray-600.dark\:bg-gray-700:nth-child(4) > h4
.bg-gray-50.dark\:border-gray-600.dark\:bg-gray-700:nth-child(5) > h4
.bg-gray-50.dark\:border-gray-600.dark\:bg-gray-700:nth-child(6) > h4",https://ethicic.com/process,"<h4 class=""mb-3 font-semibold text-gray-100"">Valuation</h4>",,Serious,UI designer,"WCAG 2.1 AA, WCAG 1.4.3, WCAG 2.0 AA, EN 301 549, Section 508, WCAG 2.2 AA, ACT, EN 301 549 9.1.4.3"
Elements must meet minimum color contrast ratio thresholds,.flex-1 > .text-lg.mb-4,https://ethicic.com/process,"<h4 class=""mb-4 text-lg font-semibold text-gray-100"">Our Three Core Strategies</h4>",,Serious,UI designer,"WCAG 2.1 AA, WCAG 1.4.3, WCAG 2.0 AA, EN 301 549, Section 508, WCAG 2.2 AA, ACT, EN 301 549 9.1.4.3"
Elements must meet minimum color contrast ratio thresholds,"a[href$=""growth/""]",https://ethicic.com/process,"<a href=""/strategies/growth/"" class=""inline-flex items-center rounded-lg bg-green-600 px-3 py-2 text-sm font-semibold text-white transition-colors hover:bg-green-700"">
                                    Learn More →
                                </a>",,Serious,UI designer,"WCAG 2.1 AA, WCAG 1.4.3, WCAG 2.0 AA, EN 301 549, Section 508, WCAG 2.2 AA, ACT, EN 301 549 9.1.4.3"
Elements must meet minimum color contrast ratio thresholds,.gap-6.items-start.flex:nth-child(4) > .flex-1 > .mb-6:nth-child(2),https://ethicic.com/process,"<p class=""mb-6 text-gray-300"">",,Serious,UI designer,"WCAG 2.1 AA, WCAG 1.4.3, WCAG 2.0 AA, EN 301 549, Section 508, WCAG 2.2 AA, ACT, EN 301 549 9.1.4.3"
Elements must meet minimum color contrast ratio thresholds,.mb-6.bg-gray-50.dark\:border-gray-600 > .text-lg.mb-4,https://ethicic.com/process,"<h4 class=""mb-4 text-lg font-semibold text-gray-100"">Our Refinement Process</h4>",,Serious,UI designer,"WCAG 2.1 AA, WCAG 1.4.3, WCAG 2.0 AA, EN 301 549, Section 508, WCAG 2.2 AA, ACT, EN 301 549 9.1.4.3"
Elements must meet minimum color contrast ratio thresholds,".space-y-3:nth-child(1) > div:nth-child(1) > .text-orange-600.font-semibold
.space-y-3:nth-child(1) > div:nth-child(2) > .text-orange-600.font-semibold
.space-y-3:nth-child(1) > div:nth-child(3) > .text-orange-600.font-semibold
.space-y-3:nth-child(2) > div:nth-child(1) > .text-orange-600.font-semibold
.space-y-3:nth-child(2) > div:nth-child(2) > .text-orange-600.font-semibold
.space-y-3:nth-child(2) > div:nth-child(3) > .text-orange-600.font-semibold",https://ethicic.com/process,"<span class=""font-semibold text-orange-600"">Scenario Analysis:</span>",,Serious,UI designer,"WCAG 2.1 AA, WCAG 1.4.3, WCAG 2.0 AA, EN 301 549, Section 508, WCAG 2.2 AA, ACT, EN 301 549 9.1.4.3"
Elements must meet minimum color contrast ratio thresholds,".space-y-3:nth-child(1) > div:nth-child(1) > .text-gray-300
.space-y-3:nth-child(1) > div:nth-child(2) > .text-gray-300
.space-y-3:nth-child(1) > div:nth-child(3) > .text-gray-300
.space-y-3:nth-child(2) > div:nth-child(1) > .text-gray-300
.space-y-3:nth-child(2) > div:nth-child(2) > .text-gray-300
.space-y-3:nth-child(2) > div:nth-child(3) > .text-gray-300",https://ethicic.com/process,"<span class=""text-gray-300"">Testing how portfolios perform under different market conditions</span>",,Serious,UI designer,"WCAG 2.1 AA, WCAG 1.4.3, WCAG 2.0 AA, EN 301 549, Section 508, WCAG 2.2 AA, ACT, EN 301 549 9.1.4.3"
Elements must meet minimum color contrast ratio thresholds,.bg-blue-50 > .text-blue-800.dark\:text-blue-200.font-semibold,https://ethicic.com/process,"<span class=""font-semibold text-blue-800 dark:text-blue-200"">A Natural Cycle:</span>",,Serious,UI designer,"WCAG 2.1 AA, WCAG 1.4.3, WCAG 2.0 AA, EN 301 549, Section 508, WCAG 2.2 AA, ACT, EN 301 549 9.1.4.3"
Elements must meet minimum color contrast ratio thresholds,.bg-blue-50 > .text-blue-700.dark\:text-blue-300,https://ethicic.com/process,"<span class=""text-blue-700 dark:text-blue-300"">",,Serious,UI designer,"WCAG 2.1 AA, WCAG 1.4.3, WCAG 2.0 AA, EN 301 549, Section 508, WCAG 2.2 AA, ACT, EN 301 549 9.1.4.3"
Elements must meet minimum color contrast ratio thresholds,.text-gray-600,https://ethicic.com/process,"<p class=""text-xl font-medium text-gray-600 italic dark:text-gray-400"">
                    When ethics and excellence converge, sustainable investing outcomes follow.
                </p>",,Serious,UI designer,"WCAG 2.1 AA, WCAG 1.4.3, WCAG 2.0 AA, EN 301 549, Section 508, WCAG 2.2 AA, ACT, EN 301 549 9.1.4.3"
Elements must meet minimum color contrast ratio thresholds,".container-ec > .dark\:border-gray-700.dark\:bg-gray-800[aria-labelledby=""principles-heading""] > h2",https://ethicic.com/process,"<h2 class=""mb-6 text-center text-3xl font-bold text-gray-100"">GUIDING PRINCIPLES</h2>",,Serious,UI designer,"WCAG 2.1 AA, WCAG 1.4.3, WCAG 2.0 AA, EN 301 549, Section 508, WCAG 2.2 AA, ACT, EN 301 549 9.1.4.3"
Elements must meet minimum color contrast ratio thresholds,".container-ec > .dark\:border-gray-700.dark\:bg-gray-800[aria-labelledby=""principles-heading""] > .max-w-3xl.mx-auto.mb-8 > p[data-block-key=""d94e2""]",https://ethicic.com/process,"<p data-block-key=""d94e2"">Throughout our process, we're guided by simple principles: ethics reveal quality, transparency builds trust, and sustainable investing means considering all stakeholders.</p>",,Serious,UI designer,"WCAG 2.1 AA, WCAG 1.4.3, WCAG 2.0 AA, EN 301 549, Section 508, WCAG 2.2 AA, ACT, EN 301 549 9.1.4.3"
Elements must meet minimum color contrast ratio thresholds,".container-ec > .dark\:border-gray-700.dark\:bg-gray-800[aria-labelledby=""principles-heading""] > .mb-8:nth-child(4) > h3",https://ethicic.com/process,"<h3 class=""mb-6 text-center font-mono text-lg font-bold text-gray-100"">// PROCESS</h3>",,Serious,UI designer,"WCAG 2.1 AA, WCAG 1.4.3, WCAG 2.0 AA, EN 301 549, Section 508, WCAG 2.2 AA, ACT, EN 301 549 9.1.4.3"
Elements must meet minimum color contrast ratio thresholds,".container-ec > .dark\:border-gray-700.dark\:bg-gray-800[aria-labelledby=""principles-heading""] > .mb-8:nth-child(4) > .md\:grid-cols-3.gap-6.grid > .bg-gray-50.dark\:border-gray-600.dark\:bg-gray-700:nth-child(1) > h4
.container-ec > .dark\:border-gray-700.dark\:bg-gray-800[aria-labelledby=""principles-heading""] > .mb-8:nth-child(4) > .md\:grid-cols-3.gap-6.grid > .bg-gray-50.dark\:border-gray-600.dark\:bg-gray-700:nth-child(2) > h4
.container-ec > .dark\:border-gray-700.dark\:bg-gray-800[aria-labelledby=""principles-heading""] > .mb-8:nth-child(4) > .md\:grid-cols-3.gap-6.grid > .bg-gray-50.dark\:border-gray-600.dark\:bg-gray-700:nth-child(3) > h4",https://ethicic.com/process,"<h4 class=""mb-3 font-semibold text-gray-100"">▸ Institutional Rigor, Boutique Attention</h4>",,Serious,UI designer,"WCAG 2.1 AA, WCAG 1.4.3, WCAG 2.0 AA, EN 301 549, Section 508, WCAG 2.2 AA, ACT, EN 301 549 9.1.4.3"
Elements must meet minimum color contrast ratio thresholds,".container-ec > .dark\:border-gray-700.dark\:bg-gray-800[aria-labelledby=""principles-heading""] > .mb-8:nth-child(4) > .md\:grid-cols-3.gap-6.grid > .bg-gray-50.dark\:border-gray-600.dark\:bg-gray-700:nth-child(1) > p
.container-ec > .dark\:border-gray-700.dark\:bg-gray-800[aria-labelledby=""principles-heading""] > .mb-8:nth-child(4) > .md\:grid-cols-3.gap-6.grid > .bg-gray-50.dark\:border-gray-600.dark\:bg-gray-700:nth-child(2) > p
.container-ec > .dark\:border-gray-700.dark\:bg-gray-800[aria-labelledby=""principles-heading""] > .mb-8:nth-child(4) > .md\:grid-cols-3.gap-6.grid > .bg-gray-50.dark\:border-gray-600.dark\:bg-gray-700:nth-child(3) > p",https://ethicic.com/process,"<p class=""text-sm text-gray-300"">
                            We combine analytical depth with personalized service. Every holding is hand-researched, every client
                            relationship carefully tended.
                        </p>",,Serious,UI designer,"WCAG 2.1 AA, WCAG 1.4.3, WCAG 2.0 AA, EN 301 549, Section 508, WCAG 2.2 AA, ACT, EN 301 549 9.1.4.3"
Elements must meet minimum color contrast ratio thresholds,".container-ec > .dark\:border-gray-700.dark\:bg-gray-800[aria-labelledby=""principles-heading""] > div:nth-child(5) > h3",https://ethicic.com/process,"<h3 class=""mb-6 text-center font-mono text-lg font-bold text-gray-100"">// PRACTICE</h3>",,Serious,UI designer,"WCAG 2.1 AA, WCAG 1.4.3, WCAG 2.0 AA, EN 301 549, Section 508, WCAG 2.2 AA, ACT, EN 301 549 9.1.4.3"
Elements must meet minimum color contrast ratio thresholds,".container-ec > .dark\:border-gray-700.dark\:bg-gray-800[aria-labelledby=""principles-heading""] > div:nth-child(5) > .md\:grid-cols-3.gap-6.grid > .bg-gray-50.dark\:border-gray-600.dark\:bg-gray-700:nth-child(1) > h4
.container-ec > .dark\:border-gray-700.dark\:bg-gray-800[aria-labelledby=""principles-heading""] > div:nth-child(5) > .md\:grid-cols-3.gap-6.grid > .bg-gray-50.dark\:border-gray-600.dark\:bg-gray-700:nth-child(2) > h4
.container-ec > .dark\:border-gray-700.dark\:bg-gray-800[aria-labelledby=""principles-heading""] > div:nth-child(5) > .md\:grid-cols-3.gap-6.grid > .bg-gray-50.dark\:border-gray-600.dark\:bg-gray-700:nth-child(3) > h4",https://ethicic.com/process,"<h4 class=""mb-3 font-semibold text-gray-100"">▸ Continuous Evolution</h4>",,Serious,UI designer,"WCAG 2.1 AA, WCAG 1.4.3, WCAG 2.0 AA, EN 301 549, Section 508, WCAG 2.2 AA, ACT, EN 301 549 9.1.4.3"
Elements must meet minimum color contrast ratio thresholds,".container-ec > .dark\:border-gray-700.dark\:bg-gray-800[aria-labelledby=""principles-heading""] > div:nth-child(5) > .md\:grid-cols-3.gap-6.grid > .bg-gray-50.dark\:border-gray-600.dark\:bg-gray-700:nth-child(1) > p
.container-ec > .dark\:border-gray-700.dark\:bg-gray-800[aria-labelledby=""principles-heading""] > div:nth-child(5) > .md\:grid-cols-3.gap-6.grid > .bg-gray-50.dark\:border-gray-600.dark\:bg-gray-700:nth-child(2) > p
.container-ec > .dark\:border-gray-700.dark\:bg-gray-800[aria-labelledby=""principles-heading""] > div:nth-child(5) > .md\:grid-cols-3.gap-6.grid > .bg-gray-50.dark\:border-gray-600.dark\:bg-gray-700:nth-child(3) > p",https://ethicic.com/process,"<p class=""text-sm text-gray-300"">
                            Ethics is not static. As companies evolve and disappoint we adapt. Our screening is a living framework,
                            refined through ongoing research and client dialogue.
                        </p>",,Serious,UI designer,"WCAG 2.1 AA, WCAG 1.4.3, WCAG 2.0 AA, EN 301 549, Section 508, WCAG 2.2 AA, ACT, EN 301 549 9.1.4.3"
Elements must meet minimum color contrast ratio thresholds,.container-ec > .p-8.bg-gradient-to-r.from-purple-600 > .px-8.text-purple-600.hover\:bg-gray-100,https://ethicic.com/process,"<a href=""/onboarding/"" class=""rounded-lg bg-white px-8 py-4 font-bold text-purple-600 transition-colors hover:bg-gray-100"" aria-label=""Start the onboarding process"">GET STARTED</a>",,Serious,UI designer,"WCAG 2.1 AA, WCAG 1.4.3, WCAG 2.0 AA, EN 301 549, Section 508, WCAG 2.2 AA, ACT, EN 301 549 9.1.4.3"
Elements must meet minimum color contrast ratio thresholds,"#main-content > .dark\:bg-gray-800.dark\:border-gray-700[aria-labelledby=""principles-heading""] > .text-center.mb-8:nth-child(1) > .font-medium.italic.text-xl",https://ethicic.com/process,"<p class=""text-xl font-medium text-gray-400 italic"">When ethics and excellence converge, sustainable investing outcomes follow.</p>",,Serious,UI designer,"WCAG 2.1 AA, WCAG 1.4.3, WCAG 2.0 AA, EN 301 549, Section 508, WCAG 2.2 AA, ACT, EN 301 549 9.1.4.3"
Elements must meet minimum color contrast ratio thresholds,"#main-content > .dark\:bg-gray-800.dark\:border-gray-700[aria-labelledby=""principles-heading""] > h2",https://ethicic.com/process,"<h2 class=""text-3xl font-bold text-gray-100 text-center mb-6"">GUIDING PRINCIPLES</h2>",,Serious,UI designer,"WCAG 2.1 AA, WCAG 1.4.3, WCAG 2.0 AA, EN 301 549, Section 508, WCAG 2.2 AA, ACT, EN 301 549 9.1.4.3"
Elements must meet minimum color contrast ratio thresholds,"#main-content > .dark\:bg-gray-800.dark\:border-gray-700[aria-labelledby=""principles-heading""] > .max-w-3xl.mx-auto.text-center > p[data-block-key=""d94e2""]",https://ethicic.com/process,"<p data-block-key=""d94e2"">Throughout our process, we're guided by simple principles: ethics reveal quality, transparency builds trust, and sustainable investing means considering all stakeholders.</p>",,Serious,UI designer,"WCAG 2.1 AA, WCAG 1.4.3, WCAG 2.0 AA, EN 301 549, Section 508, WCAG 2.2 AA, ACT, EN 301 549 9.1.4.3"
Elements must meet minimum color contrast ratio thresholds,"#main-content > .dark\:bg-gray-800.dark\:border-gray-700[aria-labelledby=""principles-heading""] > .mb-8:nth-child(4) > h3",https://ethicic.com/process,"<h3 class=""text-lg font-mono font-bold text-gray-100 mb-6 text-center"">// PROCESS</h3>",,Serious,UI designer,"WCAG 2.1 AA, WCAG 1.4.3, WCAG 2.0 AA, EN 301 549, Section 508, WCAG 2.2 AA, ACT, EN 301 549 9.1.4.3"
Elements must meet minimum color contrast ratio thresholds,"#main-content > .dark\:bg-gray-800.dark\:border-gray-700[aria-labelledby=""principles-heading""] > .mb-8:nth-child(4) > .md\:grid-cols-3.gap-6.grid > .bg-gray-50.dark\:bg-gray-700.dark\:border-gray-600:nth-child(1) > h4
#main-content > .dark\:bg-gray-800.dark\:border-gray-700[aria-labelledby=""principles-heading""] > .mb-8:nth-child(4) > .md\:grid-cols-3.gap-6.grid > .bg-gray-50.dark\:bg-gray-700.dark\:border-gray-600:nth-child(2) > h4
#main-content > .dark\:bg-gray-800.dark\:border-gray-700[aria-labelledby=""principles-heading""] > .mb-8:nth-child(4) > .md\:grid-cols-3.gap-6.grid > .bg-gray-50.dark\:bg-gray-700.dark\:border-gray-600:nth-child(3) > h4",https://ethicic.com/process,"<h4 class=""font-semibold text-gray-100 mb-3"">▸ Institutional Rigor, Boutique Attention</h4>",,Serious,UI designer,"WCAG 2.1 AA, WCAG 1.4.3, WCAG 2.0 AA, EN 301 549, Section 508, WCAG 2.2 AA, ACT, EN 301 549 9.1.4.3"
Elements must meet minimum color contrast ratio thresholds,"#main-content > .dark\:bg-gray-800.dark\:border-gray-700[aria-labelledby=""principles-heading""] > .mb-8:nth-child(4) > .md\:grid-cols-3.gap-6.grid > .bg-gray-50.dark\:bg-gray-700.dark\:border-gray-600:nth-child(1) > p
#main-content > .dark\:bg-gray-800.dark\:border-gray-700[aria-labelledby=""principles-heading""] > .mb-8:nth-child(4) > .md\:grid-cols-3.gap-6.grid > .bg-gray-50.dark\:bg-gray-700.dark\:border-gray-600:nth-child(2) > p
#main-content > .dark\:bg-gray-800.dark\:border-gray-700[aria-labelledby=""principles-heading""] > .mb-8:nth-child(4) > .md\:grid-cols-3.gap-6.grid > .bg-gray-50.dark\:bg-gray-700.dark\:border-gray-600:nth-child(3) > p",https://ethicic.com/process,"<p class=""text-gray-300 text-sm"">
            We combine analytical depth with personalized service. Every holding is hand-researched, every client
            relationship carefully tended.
          </p>",,Serious,UI designer,"WCAG 2.1 AA, WCAG 1.4.3, WCAG 2.0 AA, EN 301 549, Section 508, WCAG 2.2 AA, ACT, EN 301 549 9.1.4.3"
